AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
11013,CIU,Chippewa County International,46.25083333,-84.4725
11014,CIV,Chomley Airport,55.24777778,-132.3236111
11015,CIW,Canouan Airport,12.70083333,-61.345
11016,CIX,Capt. Jose A. Quinones Gonzales International,-6.7875,-79.82805556
11017,CIY,Comiso Airport,36.99527778,14.60777778
11018,CJA,Gen FAP Armando Revoredo Iglesias,-7.13916667,-78.48944444
11019,CJB,Coimbatore Airport,11.03166667,77.04472222
11020,CJC,El Loa,-22.49833333,-68.90361111
11021,CJI,Crafton Island Airport,60.50277778,-147.9402778
11023,CJL,Chitral Airport,35.88611111,71.8
11024,CJS,Abraham Gonzalez International,31.63638889,-106.4286111
11025,CJU,Jeju International,33.51222222,126.4925
11026,CJW,Clay Center Municipal,39.38722222,-97.15722222
11027,CKB,North Central West Virginia,39.29666667,-80.22805556
11028,CKD,Crooked Creek Airport,61.86777778,-158.135
11029,CKE,Pearce Field,38.93472222,-122.6222222
11030,CKG,Jiangbei,29.71972222,106.6436111
11031,CKM,Fletcher Field,34.29972222,-90.51222222
11032,CUN,Cancun International,21.04222222,-86.87361111
11033,CKS,Carajas Airport,-6.11777778,-50.00333333
11034,CKU,Cordova Municipal,60.54361111,-145.7258333
11035,CKV,Outlaw Field,36.62194444,-87.415
11036,CKX,Chicken Airport,64.06666667,-141.9513889
11037,CKY,Conakry Airport,9.57694444,-13.61194444
11038,CLA,Comilla Airport,23.43722222,91.18972222
11039,CLB,Castlebar Airport,53.84861111,-9.28027778
11041,CLD,McClellan-Palomar,33.12833333,-117.28
11042,CLE,Cleveland-Hopkins International,41.40944444,-81.85472222
11043,CLF,Clear Mews,64.30166667,-149.1177778
11044,CLG,New Coalinga Municipal,36.16222222,-120.2947222
11045,CLH,Coolah Airport,-31.77333333,149.6094444
11046,CLI,Clintonville Municipal,44.61333333,-88.73083333
11047,CLJ,Avram Iancu,46.78722222,23.68388889
11048,CLK,Clinton Regional,35.53833333,-98.93277778
11049,CLL,Easterwood Field,30.58861111,-96.36388889
11050,CLM,William R. Fairchild International,48.12027778,-123.4997222
11051,CLN,Carolina Airport,-7.33333333,-47.45
11052,CLO,Alfonso Bonilla Aragon International,3.54305556,-76.38166667
11053,CLP,Clarks Point Airport,58.83361111,-158.5294444
11054,CLQ,Colima Airport,19.27694444,-103.5775
11055,CLR,Cliff Hatfield Memorial,33.13138889,-115.5213889
11056,CLS,Chehalis Centralia,46.67694444,-122.9827778
11057,CLT,Charlotte Douglas International,35.21361111,-80.94916667
11058,CLU,Columbus Municipal,39.26194444,-85.89638889
11059,CLY,Calvi Sainte Catherine,42.53083333,8.79305556
11060,CMA,Cunnamulla Airport,-28.03,145.6222222
11061,CMB,Bandaranaike International Colombo,7.18111111,79.88388889
11062,CMD,Cootamundra Airport,-34.62388889,148.0280556
11063,CME,Ciudad del Carmen International,18.65194444,-91.79944444
11064,CMF,Chambery Aix Les Bains,45.63916667,5.88
11065,CMG,Corumba International,-19.01194444,-57.67305556
11066,CMH,Port Columbus International,39.99694444,-82.89222222
11067,CMI,University of Illinois/Willard,40.03888889,-88.27777778
11068,CMJ,Chi Mei Airport,23.21222222,119.4163889
11069,CMM,Carmelita Airport,17.45833333,-90.05333333
11070,CMN,Mohammed V International,33.3675,-7.59
11071,CMR,Colmar Houssen,48.10972222,7.35888889
11072,CMT,Cameta Airport,-2.24694444,-49.56027778
11073,CMU,Chimbu,-6.02305556,144.9719444
11074,CMV,Coromandel Airport,-36.78944444,175.5072222
11075,CMW,Ignacio Agramonte International,21.42027778,-77.8475
11076,CMX,Houghton County Memorial,47.16833333,-88.48916667
11077,CNA,Cananea Airport,30.98305556,-110.2744444
11078,CNB,Coonamble Airport,-30.98333333,148.3755556
11079,CNC,Coconut Island Airport,-10.05,143.0666667
11080,CND,Rum Kogalniceanu,44.35,28.48333333
11081,CNE,Fremont County,38.42861111,-105.1069444
11082,CNF,Tancredo Neves International,-19.63361111,-43.96888889
11083,CNK,Blosser Municipal,39.54916667,-97.65222222
11084,CNL,Sindal Airport,57.50361111,10.22944444
11085,CNM,Cavern City Air Terminal,32.3375,-104.2633333
11086,CNO,Chino Airport,33.97472222,-117.6363889
11087,CNQ,Corrientes Airport,-27.44555556,-58.76194444
11088,CNR,Chanaral Airport,-26.3325,-70.60722222
11089,CNS,Cairns International,-16.88583333,145.7552778
11090,CNW,TSTC Waco,31.63777778,-97.07416667
11091,CNX,Chiang Mai International,18.76833333,98.96277778
11092,CNY,Canyonlands Field,38.755,-109.7547222
11093,CO3,Marina Municipal,36.68166667,-121.7616667
11094,CO4,Tolemaida AB,4.24472222,-74.65
11095,COA,Columbia Airport,38.03055556,-120.4144444
11096,COC,Comodoro Pierrestegui,-31.29694444,-57.99666667
11097,COD,Yellowstone Regional,44.52027778,-109.0238889
11098,COE,Coeur d'Alene - Pappy Boyington Field,47.77444444,-116.8194444
11099,COF,Patrick AFB,28.235,-80.61
11100,COG,Mandinga,5.07916667,-76.66333333
11101,COH,Cooch Behar Airport,26.33055556,89.46722222
11102,COJ,Coonabarabran Airport,-31.3325,149.2672222
11103,COK,Cochin International,10.15111111,76.40055556
11104,COL,Coll,56.60194444,-6.61777778
11105,COM,Coleman Municipal,31.84111111,-99.40361111
11106,CON,Concord Municipal,43.20277778,-71.50222222
11107,COO,Card Bernardin Gadin de Cadjehoun International,6.35722222,2.38444444
11108,COR,Ambrosio L. V. Taravella,-31.32361111,-64.20805556
11109,COS,City of Colorado Springs Municipal,38.80583333,-104.7008333
11110,COT,Cotulla-La Salle County,28.45583333,-99.21722222
11111,COU,Columbia Regional,38.81805556,-92.21972222
11112,COY,Coolawanyah Airport,-21.8,117.7666667
11113,CPA,Cape Palmas Airport,4.37916667,-7.69638889
11114,CPB,Capurgana Airport,8.6325,-77.35027778
11115,CPC,Aviador C. Campos,-40.07527778,-71.13722222
11116,CPD,Coober Pedy Airport,-29.04,134.7208333
11117,CPE,Ingeniero Alberto Acuna Ongay International,19.81666667,-90.50027778
11118,CPH,Kastrup,55.61805556,12.65583333
11119,CPN,Cape Rodney Airport,-10.18166667,148.3791667
11121,CPQ,Viracopos International,-23.0075,-47.13444444
11122,CPR,Casper/Natrona County International,42.90583333,-106.4636111
11123,CPS,Bi-State Parks,38.57138889,-90.15722222
11124,CPT,Cape Town International,-33.96472222,18.60166667
11125,CPV,Presidente Joao Suassuna,-7.27,-35.89638889
11126,CPX,Benjamin Rivera Noriega,18.31305556,-65.30388889
11127,CQF,Calais Dunkerque,50.96222222,1.95472222
11128,CQL,Glen-Aspen,39.38888889,-107.16
11130,HCW,Cheraw Municipal/Lynch Bellinger Field,34.71277778,-79.95694444
11131,CRA,Craiova Airport,44.31805556,23.88861111
11132,CRB,Collarenebri Airport,-29.52194444,148.5822222
11133,CRC,Cartago Airport,4.76666667,-75.93333333
11134,CRD,Comodoro Rivadavia Airport,-45.78527778,-67.46555556
11135,CRE,Grand Strand,33.81166667,-78.72388889
11136,CRG,Jacksonville Executive at Craig,30.33638889,-81.51444444
11137,CRI,Colonel Hill,22.74555556,-74.1825
11138,CRK,Diosdado Macapagal International,15.18611111,120.5602778
11139,CRL,Brussels South,50.46,4.45305556
11140,CRP,Corpus Christi International,27.77111111,-97.50111111
11141,CRQ,Caravelas Airport,-17.65222222,-39.25305556
11142,CRR,Ceres Airport,-29.87166667,-61.92694444
11143,CRS,C David Campbell Field-Corsicana Municipal,32.02805556,-96.40055556
11144,CRU,Lauriston,12.47611111,-61.47277778
11145,CRV,Crotone Airport,38.99722222,17.08027778
11146,CRW,Yeager,38.37583333,-81.59305556
11147,CRX,Roscoe Turner,34.915,-88.60361111
11148,CSD,Cresswell Downs Airport,-17.96666667,135.9166667
11149,CSE,Buckhorn Ranch,38.85194444,-106.9327778
11150,CSG,Columbus Airport,32.51638889,-84.93888889
11151,CSI,Casino Airport,-28.88277778,153.0669444
11152,CSM,Clinton Sherman,35.33972222,-99.20055556
11153,CSN,Carson,39.19222222,-119.7325
11154,CSP,Cape Spencer C.G. Helipad,58.19916667,-136.6388889
11155,CSR,Casuarito Airport,5.68194444,-67.64083333
11156,CSS,Cassilandia Airport,-19.14666667,-51.67694444
11157,CST,Castaway Airport,-17.75,177.1666667
11159,CSV,Crossville Memorial-Whitson Field,35.95138889,-85.085
11160,CSX,Huanghua,28.19166667,113.2197222
11161,CTA,Catania-Fontanarossa,37.46666667,15.06638889
11162,CTB,Cut Bank International,48.60833333,-112.3761111
11163,CTC,Catamarca Aeroclub,-28.44833333,-65.77972222
11164,CTG,Rafael Nunez,10.44222222,-75.51305556
11165,CTH,Chester County G. O. Carlson,39.97888889,-75.86555556
11166,CTL,Charleville Airport,-26.41333333,146.2625
11167,CTM,Chetumal International,18.505,-88.32805556
11168,CTN,Cooktown Airport,-15.44472222,145.1844444
11169,CTO,Calverton Executive Airpark,40.915,-72.79194444
11170,CTS,New Chitose,42.77527778,141.6922222
11171,CTT,Le Castellet Airport,43.2525,5.78527778
11172,CTU,Shuangliu,30.55638889,103.9452778
11173,CTW,Cottonwood Airport,34.73,-112.0352778
11174,CTX,Cortland County Chase Field,42.59277778,-76.215
11175,CTY,Cross City Airport,29.63555556,-83.10472222
11176,CUB,Jim Hamilton L. B. Owens,33.97055556,-80.99527778
11177,CUC,Camilo Daza,7.9275,-72.51166667
11178,CUE,Cuenca Airport,-2.86666667,-78.98333333
11179,CUF,Levaldigi,44.54694444,7.62333333
11180,CUL,Culiacan International,24.765,-107.4752778
11181,CUM,Cumana Airport,10.44777778,-64.19194444
11183,CUP,General Jose Francisco Bermudez,10.66,-63.26166667
11184,CUQ,Coen Airport,-13.76194444,143.1166667
11185,CUR,Hato,12.18888889,-68.95972222
11186,CUT,Cutral-Co Airport,-38.93972222,-69.26472222
11187,CUU,General Roberto Fierro Villalobos International,28.70222222,-105.9630556
11188,CUW,Cube Cove Airport,57.94166667,-134.75
11189,CUY,Cue Airport,-27.44666667,117.9186111
11190,CUZ,Teniente Alejandro Velasco Astete International,-13.53583333,-71.93888889
11191,CVA,Civic Arena H/P,40.48333333,-80.21666667
11192,CVF,Courchevel Airport,45.38722222,6.63444444
11193,CVG,Cincinnati/Northern Kentucky International,39.04888889,-84.66777778
11194,CVJ,General Mariano Matamoros,18.83444444,-99.26166667
11195,CVL,Cape Vogel Airport,-9.67083333,150.0161111
11196,CVM,General Pedro Jose Mendez International,23.70333333,-98.95638889
11197,CVN,Clovis Municipal,34.42666667,-103.0775
11198,CVO,Corvallis Municipal,44.49722222,-123.2894444
11199,CVQ,Carnarvon Airport,-24.88055556,113.6722222
11200,CVS,Cannon AFB,34.3825,-103.3225
11201,CVT,Coventry Airport,52.36972222,-1.47972222
11202,CVX,Charlevoix Municipal,45.30472222,-85.27527778
11203,CWA,Central Wisconsin,44.7775,-89.66666667
11204,CWB,Afonso Pena,-25.52555556,-49.17222222
11207,CWI,Clinton Municipal,41.83083333,-90.32888889
11208,CWL,Cardiff Airport,51.39666667,-3.34333333
11209,CWS,Center Island Airport,48.49,-122.8322222
11210,CWT,Cowra Airport,-33.84472222,148.6488889
11211,CXA,Caicara Venez.,7.61666667,-66.16666667
11212,CXB,Cox's Bazar Airport,21.45222222,91.96444444
11213,CXC,Chitina Airport,61.58333333,-144.4297222
11214,CXF,Coldfoot Airport,67.25222222,-150.2038889
11215,CXH,Coal Harbour Seaplane Base,49.3,-123.1333333
11216,CXI,Christmas Island Airport,1.98638889,-157.35
11217,CXJ,Campo Dos Bugres,-29.19722222,-51.18777778
11218,CXL,Calexico International,32.6675,-115.5175
11219,CXO,Lone Star Executive,30.35333333,-95.415
11220,CXP,Tunggul Wulung,-7.645,109.0338889
11222,CXT,Charters Towers Airport,-20.04305556,146.2730556
11223,CXY,Cat Cay Airport,25.55444444,-79.27527778
11224,CYA,Cayes,18.27111111,-73.78805556
11225,CYB,Charles Kirkconnell International,19.68694444,-79.88277778
11226,CYC,Caye Chapel Airport,17.68361111,-88.045
11227,CYF,Chefornak Airport,60.13666667,-164.2791667
11229,CYI,Chiayi Airport,23.45444444,120.4033333
11230,CYM,Chatham Airport,57.51527778,-134.9444444
11231,CYP,Calbayog Airport,12.07222222,124.5452778
11232,CYR,Laguna de Los Patos International,-34.45638889,-57.77055556
11233,CYS,Cheyenne Regional/Jerry Olson Field,41.15555556,-104.8105556
11234,CYT,Yakataga,60.08194444,-142.4936111
11235,CYZ,Cauayan Airport,16.92972222,121.7533333
11236,CZA,Chichen Itza International,20.64138889,-88.44611111
11237,CZB,Cruz Alta Airport,-28.64166667,-53.55833333
11238,CZC,Copper Center 2,61.94111111,-145.2941667
11240,CZE,Jose Leonardo Chirinos,11.41472222,-69.68166667
11241,CZF,Cape Romanzof LRRS,61.78027778,-166.0386111
11242,CZH,Corozal Airport,18.38222222,-88.41083333
11243,CZL,Constantine/Ain El Bey,36.27694444,6.63
11244,CZM,Cozumel International,20.5225,-86.92555556
11245,CZN,Chisana Airport,62.07111111,-142.0483333
11246,CZO,Chistochina Airport,62.56222222,-144.6725
11247,CZP,Cape Pole Airport,55.965,-133.7933333
11248,CZS,Cruzeiro Do Sul Airport,-7.6,-72.76944444
11249,CZU,Las Brujas,9.33277778,-75.285
11250,CZW,Rudniki,50.88472222,19.20277778
11251,CZX,Benniu,31.92055556,119.7752778
11252,DAB,Daytona Beach International,29.18,-81.05805556
11253,DAC,Hazrat Shahjalal International,23.84333333,90.39777778
11254,DAD,Danang International,16.04416667,108.1994444
11256,DAF,Daup Airport,-4.73972222,145.9525
11257,DAG,Barstow/Daggett,34.85361111,-116.7866667
11258,DAK,Dakhla,25.41166667,29.00305556
11259,DAL,Dallas Love Field,32.84722222,-96.85166667
11260,DAM,Damascus International,33.41055556,36.51444444
11261,DAN,Danville Regional,36.57277778,-79.33611111
11262,DAR,Julius Nyerere International,-6.87805556,39.2025
11263,DAT,Datong Airport,40.08333333,113.3
11264,DAU,Daru Airport,-9.08666667,143.2077778
11265,DAV,Enrique Malek International,8.38916667,-82.43638889
11266,DAX,Daxian Airport,31.3,107.5
11267,DAY,James M Cox/Dayton International,39.90222222,-84.21944444
11269,DBB,Al Alamain International,30.92444444,28.46138889
11271,DBM,Debre Marcos,10.31944444,37.74305556
11272,DBN,W H Bud Barron,32.56472222,-82.985
11273,DBO,Dubbo Airport,-32.21666667,148.5747222
11274,DBQ,Dubuque Regional,42.40194444,-90.70944444
11276,DBV,Dubrovnik Airport,42.56138889,18.26833333
11277,DBY,Dalby Airport,-27.15527778,151.2672222
11278,DCA,Ronald Reagan Washington National,38.85138889,-77.03777778
11279,DCF,Canefield,15.33694444,-61.39194444
11280,DCK,Dahl Creek Airport,66.9425,-156.8913889
11282,DCU,Pryor Field Regional,34.65416667,-86.94527778
11283,DDC,Dodge City Regional,37.76305556,-99.96555556
11284,DDP,Dorado Airport,18.46388889,-66.29333333
11285,DE1,Zweibrucken Airport,49.20944444,7.40055556
11286,DEA,Dera Ghazi Khan International,29.96111111,70.48583333
11287,DEB,Debrecen Airport,47.48888889,21.61527778
11288,DEC,Decatur Airport,39.83444444,-88.86555556
11289,DEH,Decorah Municipal,43.27555556,-91.73944444
11290,DEL,Indira Gandhi International,28.55944444,77.09944444
11291,DEM,Dembi Dollo Airport,8.55416667,34.8575
11292,DEN,Denver International,39.86166667,-104.6730556
11294,DES,Desroches Airport,-5.69666667,53.65583333
11295,DET,Coleman A. Young Municipal,42.40944444,-83.01027778
11296,DEZ,Al Jafrah/Deir Ezzor,35.28555556,40.17583333
11297,DFI,Defiance Memorial,41.3375,-84.42888889
11298,DFW,Dallas/Fort Worth International,32.89722222,-97.03777778
11299,DGB,Danger Bay Airport,58.13333333,-152.55
11301,DGO,Durango International,24.125,-104.5283333
11302,DGT,Dumaguete Airport,9.33416667,123.3019444
11303,DGW,Converse County,42.79722222,-105.3858333
11304,DHA,King Abdulaziz AB,26.26416667,50.1525
11306,DHI,Dhangadhi Airport,28.75527778,80.58333333
11307,DHL,Dhala Airport,13.7375,44.72916667
11308,DHN,Dothan Regional,31.32111111,-85.44944444
11309,DHT,Dalhart Municipal,36.0225,-102.5475
11311,DIB,Dibrugarh Airport,27.48361111,95.0175
11312,DIE,Arrachart,-12.34944444,49.29166667
11313,DIG,Zhongdian,27.79222222,99.67805556
11314,DIJ,Dijon Longvic,47.26583333,5.095
11315,DIK,Dickinson - Theodore Roosevelt Regional,46.79722222,-102.8019444
11316,DIL,Presidente Nicolau Lobato International,-8.54638889,125.5247222
11317,DIO,Diomede Heliport,65.75861111,-168.9530556
11318,DIR,Aba Tenna Dejazmatch Yilma,9.62222222,41.85083333
11319,DIS,Dolisie Airport,-4.20611111,12.65972222
11320,DIU,Diu Airport,20.71361111,70.92361111
11321,DIV,Divo Airport,5.83333333,-5.36666667
11322,DIY,Diyarbakir Airport,37.89388889,40.20111111
11323,DJB,Paalmerah,-1.63472222,103.6416667
11324,DJE,Djerba Airport,33.87555556,10.77722222
11325,DJG,Tiska,24.29277778,9.4525
11326,DJJ,Sentani,-2.57777778,140.5175
11327,DJN,Delta Junction Airport,64.05,-145.7225
11328,DJO,Daloa Airport,6.79277778,-6.47333333
11329,DK1,Kolding Vamdrup Airport,55.43638889,9.33083333
11330,DKI,Kyboola,-17.94166667,146.1366667
11331,DKK,Chautauqua County/Dunkirk,42.49388889,-79.27111111
11332,DKR,Leopold Sedar Senghor International,14.74,-17.49055556
11333,DLA,Douala Airport,4.00611111,9.71944444
11334,DLC,Zhoushuizi,38.96555556,121.5386111
11335,DLF,Laughlin AFB,29.35944444,-100.7780556
11336,DLG,Dillingham Airport,59.04472222,-158.5055556
11337,DLH,Duluth International,46.84194444,-92.19361111
11338,DLI,Lienkhang,11.74972222,108.3777778
11339,DLL,Dillon County,34.44916667,-79.36861111
11340,DLM,Dalaman Airport,36.71333333,28.79138889
11341,DLO,Dolomi Airport,55.12222222,-132.05
11342,DLS,Columbia Gorge Regional/The Dalles Municipal,45.61944444,-121.1683333
11343,DLU,Xiaguan,25.65,100.3188889
11344,DMA,Davis Monthan AFB,32.16638889,-110.8830556
11345,DME,Domodedovo,55.40861111,37.90638889
11348,DMN,Deming Municipal,32.2625,-107.7188889
11349,DMO,Sedalia Regional,38.7075,-93.17583333
11350,DMU,Manipur Road,25.88388889,93.77361111
11351,DNA,Kadena AB,26.35555556,127.7675
11352,DNB,Dunbar Airport,-16.01083333,142.3905556
11353,DNC,Duncan Canal Airport,56.75694444,-133.2216667
11354,DND,Dundee Airport,56.4525,-3.02583333
11355,DNE,Dallas North,33.07888889,-96.73833333
11357,DNK,Dnipropetrovsk International,48.35722222,35.10055556
11358,DNL,Daniel Field,33.46666667,-82.03944444
11359,DNN,Dalton Municipal,34.72305556,-84.87027778
11360,DNO,Dianopolis Airport,-11.59611111,-46.8475
11361,DNQ,Deniliquin Airport,-35.55944444,144.9463889
11362,DNR,Dinard Pleurtuit St Malo,48.58777778,-2.08
11363,DNV,Vermilion Regional,40.19972222,-87.59555556
11365,DNZ,Cardak,37.78555556,29.70138889
11366,DOD,Dodoma Airport,-6.17027778,35.74944444
11367,DOF,Dora Bay Airport,55.23333333,-132.2166667
11368,DOG,Dongola Airport,19.15388889,30.43
11369,DOH,Doha International,25.26111111,51.565
11370,DOK,Donetsk International,48.075,37.72555556
11371,DOL,Deauville Normandie,49.36527778,0.15444444
11372,DOM,Douglas Charles,15.54666667,-61.30138889
11373,DON,Dos Lagunas Airport,17.69388889,-89.53111111
11374,DOU,Dourados Airport,-22.20194444,-54.92666667
11375,DOV,Dover AFB,39.12944444,-75.46583333
11376,DPA,Du Page County,41.91555556,-88.24666667
11377,DPG,Michael AAF,40.19944444,-112.9375
11378,DPL,Dipolog Airport,8.60138889,123.3416667
11379,DPO,Devonport Airport,-41.16972222,146.4302778
11380,DPS,Gusti Ngurah Rai International,-8.74833333,115.1675
11381,AA8,Badami,70.1375,-147.0305556
11382,DQB,Montijo Airport,38.705,-9.03777778
11383,DQC,Sebastian Municipal,27.81333333,-80.49555556
11384,DQD,Allen H Tigert,42.64861111,-111.5819444
11385,DQE,Holtville Airport,32.845,-115.2686111
11387,DQG,Springfield Robertson County,36.53666667,-86.92111111
11388,DQH,Alpine Airstrip,70.34416667,-150.9447222
11389,DQI,Colusa County,39.17888889,-121.9933333
11390,DQJ,Dunn County Weydahl Field,47.39138889,-102.7719444
11391,DQK,Wheeler-Sack AAF,44.05583333,-75.71944444
11392,DQL,Lake Hood Strip,61.18666667,-149.9652778
11394,DQN,New Smyrna Beach Municipal,29.05555556,-80.94888889
11395,DQO,Delhi Municipal,32.41083333,-91.49861111
11396,DQP,Marshall Field,38.23638889,-89.35861111
11397,DQQ,Cozad Municipal,40.86972222,-100.0041667
11399,DQS,Grand Canyon Bar Ten Airstrip,36.25638889,-113.2308333
11400,DQT,Boscombe Down,51.15222222,-1.7475
11401,DQU,Neets Bay,55.77888889,-131.6013889
11402,DQV,Glacier Point,59.1025,-135.3822222
11403,DQW,Hualapai,35.57222222,-113.2925
11404,DQX,Tsui River Airport,60.07472222,-143.0866667
11405,DQY,Cape Canaveral AFS Skid Strip,28.4675,-80.56666667
11406,DQZ,Platinum Mine,58.91166667,-161.7138889
11407,DRA,Desert Rock,36.61944444,-116.0327778
11408,DRB,Derby Airport,-17.37,123.6605556
11409,DRE,Drummond Island Airport,46.00944444,-83.74388889
11410,DRF,Drift River Airport,60.58888889,-152.1619444
11411,DRG,Deering Airport,66.06916667,-162.7669444
11412,DRN,Dirranbandi Airport,-28.59166667,148.2166667
11413,DRO,Durango La Plata County,37.16388889,-107.7422222
11414,DRS,Dresden Airport,51.13444444,13.76805556
11415,DRT,Del Rio International,29.37416667,-100.9272222
11416,DRU,Drummond Airport,46.62083333,-113.205
11417,DRW,Darwin International,-12.41472222,130.8769444
11418,DSA,Doncaster Sheffield,53.47527778,-1.00416667
11419,DSD,La Desirade Airport,16.33333333,-61.01666667
11420,DSE,Dessie/Combolcha,11.0825,39.71166667
11421,DSI,Destin Executive,30.4,-86.47138889
11422,DSK,D. I. Khan,31.90944444,70.89666667
11423,DSM,Des Moines International,41.53388889,-93.66305556
11424,DTA,Delta Municipal,39.38361111,-112.5022222
11425,DTH,Furnace Creek,36.46055556,-116.8797222
11427,DTL,Detroit Lakes-Wething Field,46.82527778,-95.88555556
11428,DTM,Dortmund Airport,51.51916667,7.61444444
11429,DTN,Shreveport Downtown,32.54027778,-93.745
11430,DTO,Denton Municipal,33.20222222,-97.19805556
11431,DTR,Decatur,48.51,-122.8030556
11432,DTT,Detroit Metropolitan Area,42.31277778,-83.17861111
11433,DTW,Detroit Metro Wayne County,42.2125,-83.35333333
11434,DUA,Eaker Field,33.93333333,-96.4
11435,DUB,Dublin Airport,53.42138889,-6.27
11436,DUC,Halliburton Field,34.47138889,-97.95972222
11437,DUD,Dunedin Airport,-45.92916667,170.1975
11438,DUE,Dundo Airport,-7.40083333,20.81861111
11439,DUF,Pine Island,36.25361111,-75.78861111
11440,DUG,Bisbee Douglas International,31.46888889,-109.6038889
11441,DUJ,DuBois Regional,41.17833333,-78.89861111
11442,DUQ,Duncan,48.75,-123.7166667
11444,DUS,Dusseldorf Airport,51.28944444,6.76666667
11445,DUT,Unalaska Airport,53.89888889,-166.545
11446,DVK,Diavik Airport,64.51138889,-110.2897222
11447,DVL,Devils Lake Regional,48.11666667,-98.91
11448,DVN,Davenport Municipal,41.61027778,-90.58833333
11449,DVO,Francisco Bangoy International,7.12555556,125.6458333
11450,DVT,Phoenix - Deer Valley,33.68833333,-112.0825
11452,DWA,Yolo County,38.57944444,-121.8569444
11453,DWH,David Wayne Hooks Memorial,30.06194444,-95.55277778
11455,DXB,Dubai International,25.25138889,55.37055556
11456,DXR,Danbury Municipal,41.37166667,-73.48222222
11457,DYG,Hehua,29.10305556,110.4436111
11458,DYR,Anadyr Airport,64.735,177.7383333
11459,DYS,Dyess AFB,32.41833333,-99.85666667
11460,DYU,Dushanbe Airport,38.54361111,68.82444444
11461,DZA,Dzaoudzi-Pamandzi,-12.80916667,45.28194444
11462,DZO,Durazno Airport,-33.36666667,-56.51666667
11463,EAA,Eagle Airport,64.77805556,-141.1497222
11464,EAG,Eagle Creek Strip,67.56222222,-162.9752778
11466,EAM,Nejran Airport,17.61111111,44.41861111
11467,EAN,Phifer Airfield,42.05611111,-104.9386111
11468,EAR,Kearney Regional,40.72694444,-99.00666667
11469,EAS,San Sebastian Airport,43.35638889,-1.79055556
11470,EAT,Pangborn Memorial,47.39805556,-120.2058333
11471,EAU,Chippewa Valley Regional,44.86583333,-91.48416667
11472,EBA,Marina Di Campo,42.76111111,10.23972222
11473,EBB,Entebbe International,0.04222222,32.44361111
11474,EBD,El Obeid Airport,13.15305556,30.23277778
11475,EBJ,Esbjerg Airport,55.52583333,8.55333333
11476,EBL,Erbil International,36.23805556,43.94666667
11477,EBU,Saint Etienne Boutheon,45.53416667,4.29722222
11478,ECA,Iosco County,44.31277778,-83.42222222
11479,ECG,Elizabeth City CGAS/Regional,36.26055556,-76.17444444
11480,ECN,Ercan Airport,35.15527778,33.50138889
11481,ECP,Northwest Florida Beaches International,30.35833333,-85.79555556
11482,ECS,Mondell Field,43.88416667,-104.3144444
11483,ECU,Edwards County,29.94694444,-100.1738889
11484,EDA,Edna Bay Airport,55.93638889,-133.6555556
11486,EDE,Northeastern Regional,36.02777778,-76.56722222
11487,EDF,Elmendorf AFB,61.25138889,-149.8063889
11488,EDI,Edinburgh Airport,55.95,-3.3725
11489,EDL,Eldoret Airport,0.53694444,35.28083333
11490,EDW,Edwards AFB,34.91805556,-117.8791667
11491,EED,Needles Airport,34.76638889,-114.6233333
11492,EEK,Eek Airport,60.21361111,-162.0438889
11493,EEN,Dillant Hopkins,42.89833333,-72.27083333
11494,EFB,Eight Fathom Bight Airport,58,-135.7333333
11495,EFD,Ellington,29.60722222,-95.15861111
11496,EFK,Newport State,44.88888889,-72.22916667
11497,EFL,Argostolion,38.11861111,20.49972222
11498,EG1,Cairo West,30.11638889,30.91555556
11499,EG2,Jiyanklis AB,30.81944444,30.19166667
11500,EG3,Beni Suef Airport,29.20833333,31.01666667
11501,EGA,Chenega Airport,60.28333333,-148.0833333
11502,EGC,Bergerac Roumaniere,44.82444444,0.51888889
11503,EGE,Eagle County Regional,39.64277778,-106.9158333
11504,EGI,Duke Field,30.64861111,-86.52194444
11505,EGN,Geneina Airport,13.48361111,22.4725
11506,EGP,Eagle Pass Municipal,28.70222222,-100.4805556
11507,EGS,Egilsstadir Airport,65.28333333,-14.40138889
11508,EGT,Wellington Municipal,37.32361111,-97.38833333
11510,EGV,Eagle River Union,45.93222222,-89.26833333
11511,EGX,Egegik Airport,58.18555556,-157.3755556
11512,EHM,Cape Newenham LRRS,58.64638889,-162.0627778
11513,EHR,Eagle Harbor Airport,57.41666667,-152.7166667
11514,EHT,Rentschler Heliport,41.75333333,-72.62833333
11515,EIA,Eia Airport,-8.10833333,147.625
11516,EIB,Eisenach Kindel,50.99222222,10.47611111
11517,EIL,Eielson AFB,64.66555556,-147.1013889
11518,EIN,Eindhoven Airport,51.45027778,5.37444444
11519,EIS,Terrance B. Lettsome,18.44555556,-64.54166667
11520,EJA,Yariguies,7.02444444,-73.80694444
11521,EJH,Wedjh Airport,26.19861111,36.47611111
11522,EKA,Murray Field,40.80333333,-124.1127778
11523,EKI,Elkhart Municipal,41.71944444,-86.00333333
11524,EKN,Elkins-Randolph County-Jennings Randolph Field,38.88944444,-79.85722222
11525,EKO,Elko Regional,40.825,-115.7913889
11526,EKX,Addington Field,37.68611111,-85.925
11527,EKY,Bessemer Airport,33.3125,-86.92638889
11528,ELA,Eagle Lake Airport,29.60055556,-96.32194444
